{'steering': np.float64(0.0219), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:23:291', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 0, 'image': '000000.png'}
{'steering': np.float64(-0.1164), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:58:199', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 316, 'image': '000316.png'}
{'steering': np.float64(-0.1164), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:58:318', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 317, 'image': '000317.png'}
{'steering': np.float64(-0.1164), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:58:427', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 318, 'image': '000318.png'}
{'steering': np.float64(-0.1164), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:58:566', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 319, 'image': '000319.png'}
{'steering': np.float64(-0.1164), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:58:681', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 320, 'image': '000320.png'}
{'steering': np.float64(-0.1164), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:58:799', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 321, 'image': '000321.png'}
{'steering': np.float64(-0.1164), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:58:909', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 322, 'image': '000322.png'}
{'steering': np.float64(-0.1164), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:59:63', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 323, 'image': '000323.png'}
{'steering': np.float64(-0.1164), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:59:167', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 324, 'image': '000324.png'}
{'steering': np.float64(-0.1164), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:59:299', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 325, 'image': '000325.png'}
{'steering': np.float64(-0.1164), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:59:515', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 326, 'image': '000326.png'}
{'steering': np.float64(-0.1164), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:59:692', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 327, 'image': '000327.png'}
{'steering': np.float64(-0.1164), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 1, 'timestep': '01:02:2025:08:44:59:883', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 328, 'image': '000328.png'}
